20x20 spins, 1 Temperature, ordered initial state
Monte Carlo cycles     Avg. energy   Heat capacity  Avg. magnetization   Avg. magnetization (abs. value)  Susceptibility            Time    Accepted configs
            2.8e+02      -798.82014       9.5431913           399.69784                         399.69784      0.65690182       0.0051745              71
            2.8e+02      -798.98208       8.1968114           399.74194                         399.74194      0.53555324       0.0052942              74
            2.8e+02          -798.6       11.411429           399.63571                         399.63571      0.82443878       0.0052133              90
            2.8e+02      -798.70463       10.222363           399.66548                         399.66548      0.72795431       0.0053912             106
            2.8e+02      -798.62411          14.958           399.58865                         399.58865       1.7598712       0.0052372             112
            2.8e+02       -798.9258        10.04043           399.72438                         399.72438      0.70141967       0.0052803              72
            2.8e+02      -798.97183       7.7879389           399.73944                         399.73944      0.50957151       0.0052926              96
            2.8e+02      -798.79298        9.322056           399.68421                         399.68421      0.67220683       0.0054029              86
            2.9e+02      -798.88112       9.1536994           399.71329                         399.71329       0.6310822       0.0053242              86
            2.9e+02      -799.03833       9.6117714           399.74216                         399.74216      0.72794377       0.0055797              94
            2.9e+02      -798.91667       8.2708333           399.72222                         399.72222       0.5617284       0.0054268              90
            2.9e+02      -799.07266       7.6106368           399.76471                         399.76471       0.4982699       0.0060587              74
            2.9e+02      -798.92414       7.8907967           399.73103                         399.73103      0.49317479       0.0058883              82
            2.9e+02      -799.14777       6.5314297           399.78694                         399.78694      0.40821436       0.0056641              83
            2.9e+02      -799.36986       4.6440233           399.84247                         399.84247      0.29025145       0.0057896              52
            2.9e+02      -799.09898       8.5806474           399.76109                         399.76109      0.63916877       0.0057206              74
            2.9e+02      -798.97959       8.5914202            399.7415                          399.7415      0.55902633       0.0055417              66
              3e+02      -798.77966       8.7073829           399.69492                         399.69492      0.54421143       0.0058822              96
              3e+02      -798.93243       8.2116508           399.72973                         399.72973       0.5485756       0.0055778              76
              3e+02      -799.01684        7.383555           399.74411                         399.74411      0.52711175       0.0056134              62
              3e+02       -799.4094       4.8055493           399.85235                         399.85235      0.30034683       0.0057635              52
              3e+02      -798.98328       7.9562421           399.74582                         399.74582      0.49726513       0.0055845              86
              3e+02      -798.42667       13.524622           399.58667                         399.58667       1.0024889       0.0056039             100
              3e+02      -798.89701       7.7668017           399.72093                         399.72093      0.50683767       0.0063317              92
              3e+02      -799.00662       7.9668436           399.74834                         399.74834       0.5194509        0.005689              95
              3e+02      -797.88779       15.710181           399.46535                         399.46535       1.0210764       0.0058516             132
              3e+02      -798.30263       13.908414           399.56579                         399.56579      0.94304017       0.0056848             108
              3e+02       -798.9377       9.2059554           399.73115                         399.73115      0.59657081       0.0059081              64
            3.1e+02      -799.08497       7.2150028           399.76471                         399.76471      0.49365629       0.0058671              78
            3.1e+02      -798.99674       7.5928233           399.74593                         399.74593      0.49570818       0.0062064              78
            3.1e+02      -798.67532        10.92056           399.66883                         399.66883        0.682535       0.0061545              91
            3.1e+02      -798.80906       11.940889           399.69579                         399.69579      0.82655188       0.0060169              88
            3.1e+02      -798.73548       9.2397086           399.67742                         399.67742      0.61852237       0.0061032              94
            3.1e+02       -799.2283       5.9896817           399.80707                         399.80707       0.3743551        0.006034              80
            3.1e+02      -798.75641       9.3765615            399.6859                          399.6859      0.60646778       0.0062438              81
            3.1e+02      -798.59425       10.905654           399.64856                         399.64856      0.68160336        0.006778              76
            3.1e+02      -798.98089        7.420017           399.73885                         399.73885      0.50505091       0.0079145              92
            3.2e+02       -798.4254       11.742847           399.60635                         399.60635      0.73392794       0.0059251             100
            3.2e+02      -798.62025       12.627944           399.64557                         399.64557      0.86172088       0.0080797             106
            3.2e+02      -799.16719       6.3726776            399.7918                          399.7918      0.39829235       0.0153121              66
            3.2e+02      -798.93082       7.5612515           399.72956                         399.72956      0.49289981       0.0074338              86
            3.2e+02      -798.90909       10.095184           399.72414                         399.72414      0.65117285       0.0081543              98
