20x20 spins, 2.4 Temperature, ordered initial state
Monte Carlo cycles     Avg. energy   Heat capacity  Avg. magnetization   Avg. magnetization (abs. value)  Susceptibility            Time    Accepted configs
                244      -481.37705       476.44674           42.385246                         154.81148       11894.795       0.0048784           27735
                245      -487.36327       480.09968          -32.734694                         152.99592       13053.489        0.004892           27410
                246      -542.56911       473.17661           270.60976                         270.60976       834.52665       0.0048433           22305
                247       -490.8502       535.92658           120.96356                         169.59514        8646.489       0.0049199           26730
                248      -516.12903       655.73188           225.40323                         225.40323       1709.3946       0.0049184           24711
                249       -509.5743        608.8736           175.08434                         195.24498       7116.1701       0.0049525           25477
                250        -513.456       701.42084             129.352                           204.744       14760.885       0.0050391           25065
                251       -540.1753       485.64097           267.81673                         267.81673       726.10154         0.00495           22847
                252       -541.8254       627.84965           194.37302                         243.88095       12904.883       0.0049543           22717
                253      -492.49012       508.20379           83.913043                         196.89328       15445.129       0.0050423           27459
                254      -510.97638       397.61993           227.48819                         227.48819       945.52734       0.0050347           25718
                255      -535.35686       564.36174           262.55686                         262.55686       1238.7924       0.0050252           23358
                256          -531.5       537.15278           248.75781                         248.75781       1339.0641       0.0050557           24201
                257       -509.2607         601.421           195.98444                         195.98444       3064.6302       0.0051017           26338
                258      -492.69767       746.63169           200.13178                         200.13178       2442.2214       0.0051378           27785
                259      -500.46332       599.16908            205.3668                          205.3668       2274.3889       0.0051446           27286
                260      -487.76923        615.8134           47.015385                         190.13846       16896.211       0.0051835           28605
                261       -473.6705       462.99999           60.383142                         105.59387       7671.7907       0.0052595           30248
                262      -488.42748       576.81306           120.45802                         166.51908       7829.2637       0.0052495           28585
                263      -498.67681       661.21906           172.88213                         174.96578        4488.928        0.005239           27954
                264      -493.34848       472.61149           65.712121                         175.48485       13803.892       0.0052366           28540
                265      -484.10566       505.71085          -75.516981                         146.95849       10861.714       0.0053018           29654
                266      -544.78195       455.92977            268.5188                          268.5188       901.77382       0.0052329           23639
                267      -473.45318       409.38161           79.468165                         121.20599       6383.5338        0.005343           30830
                268      -513.58209        745.4817           180.40299                         188.98507       7528.0293       0.0053178           27051
                269      -537.01115       544.26694           260.90706                         260.90706       1203.7712       0.0053036           24846
                270      -474.57778       598.82579           77.437037                         115.95556       6555.4729       0.0053676           31206
                271      -486.24354       458.74073           164.42804                         167.23247       3276.7379       0.0054141           29950
                272      -512.45588       476.62854           218.65441                         218.65441       2199.8154       0.0053873           27248
                273      -504.42491       589.43752           185.78755                         186.43223       3127.8261       0.0054539           28576
                274      -513.79562       806.08054           34.145985                         200.75912       20678.118       0.0056146           27840
                275          -501.6       647.61616          -14.472727                         203.37455       20342.689       0.0057208           29038
